"agno";"rbd";"nom_rbd";"mrun";"doc_genero";"doc_fec_nac";"cod_sec";"cod_espe";"cod_ense";"cod_grado"
2019;8485;"LICEO INSTITUTO NACIONAL";23887921;1;196603;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";12036243;1;196009;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";19898181;1;198011;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";8987700;2;196503;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";19898181;1;198011;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";1236742;2;194902;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";13733520;2;196107;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";17119663;2;197103;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";4456378;2;196504;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";10622995;1;198606;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";23887921;1;196603;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";15931262;2;197212;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";17853071;1;195502;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";11001679;2;198009;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";3796777;1;198510;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";1236742;2;194902;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";13733520;2;196107;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";2847836;1;198302;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";4456378;2;196504;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";14544574;1;196408;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";8565439;1;195804;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";14704687;2;196610;0;0;310;1
2019;8485;"LICEO INSTITUTO NACIONAL";8308977;1;196306;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";3659370;2;195701;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";1001436;1;198304;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";1054523;2;196710;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13733520;2;196107;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";20671608;2;198001;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";5459433;2;197110;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";334601;2;196302;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";7460803;2;196407;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";14544574;1;196408;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";21207419;1;196004;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";15931262;2;197212;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";20037931;2;196108;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";11001679;2;198009;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";8411692;1;198908;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";2007469;1;196811;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";111208;1;197907;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";1236742;2;194902;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";20671608;2;198001;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";2847836;1;198302;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";728450;1;195705;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13446454;2;198606;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";10391423;1;196512;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";21207419;1;196004;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";8411692;1;198908;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";20037931;2;196108;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";9836873;2;198012;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";2746938;2;197209;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";20265568;2;195712;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";18912136;2;198807;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";20671608;2;198001;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";2847836;1;198302;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";334601;2;196302;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13446454;2;198606;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13733520;2;196107;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";21207419;1;196004;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13733520;2;196107;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";15698009;2;195204;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";8987700;2;196503;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";7382565;2;198402;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";2007469;1;196811;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";20671608;2;198001;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";17119663;2;197103;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";334601;2;196302;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13446454;2;198606;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";7382565;2;198402;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";6722135;1;195201;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";24076474;2;197904;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";15698009;2;195204;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13690819;2;197611;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";15650014;1;196709;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13733520;2;196107;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";18912136;2;198807;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";20671608;2;198001;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";24346046;1;198901;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";7460803;2;196407;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";7698107;1;196402;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";15650014;1;196709;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";2590201;1;195812;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";24076474;2;197904;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";15698009;2;195204;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";3659370;2;195701;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";9753589;2;196503;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13733520;2;196107;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";20671608;2;198001;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";24346046;1;198901;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";334601;2;196302;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";7460803;2;196407;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";9753589;2;196503;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";2590201;1;195812;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";9859059;1;197602;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";24076474;2;197904;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";22123336;1;195207;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13690819;2;197611;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";22123336;1;195207;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";1054523;2;196710;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";111208;1;197907;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13733520;2;196107;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";7460803;2;196407;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13733520;2;196107;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";2590201;1;195812;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13733520;2;196107;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";7495743;1;196004;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";3659370;2;195701;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";23230080;2;196608;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";1054523;2;196710;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";23230080;2;196608;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";5459433;2;197110;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13446454;2;198606;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";18446511;2;198503;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";17192135;1;195409;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13733520;2;196107;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";7495743;1;196004;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";17651597;2;194709;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";16765412;2;198408;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";1054523;2;196710;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";13733520;2;196107;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";5459433;2;197110;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";16765412;2;198408;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";10391423;1;196512;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";17192135;1;195409;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";14667463;2;195504;0;0;310;2
2019;8485;"LICEO INSTITUTO NACIONAL";6502184;1;197401;0;0;310;2
